itp_id,espece,famille,nom_latin,type_planche,semaine_semis,semaine_plantation,semaine_implantation_debut,semaine_implantation_fin,semaine_recolte,semaine_recolte_fin,duree_recolte,duree_pepiniere,duree_culture,nb_rangs,espacement_cm,esp_rangs_cm,dose_semis,implantation,forcage,zone_climat,contexte_climatique,statut_validation,actif,source_reference,source_url,source_record_id,source_version,source_licence,derniere_revision,commentaire_agronome,notes
Bourrache,Bourrache,Boraginaceae,Borago officinalis,,10,,,,22,,4,,84,1,44,66,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Fleur compagne — semis direct ou godet selon espèce. Attire les pollinisateurs, fait office de plante-piège pour les pucerons.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Brède mafane — austral,Brède mafane,Asteraceae,Acmella oleracea,,38,42,,,48,,4,,60,,25,,,,,tropical_austral,,a_revoir,true,,,,,,,,Semis quasi toute l'année en zone chaude ; croissance plus vigoureuse à la saison chaude. Récolte rapide des feuilles et capitules. Aime les sols frais et riches en matière organique ; arroser régulièrement en saison sèc
Brède mafane — equatorial,Brède mafane,Asteraceae,Acmella oleracea,,10,14,,,20,,8,,55,,30,,,,,equatorial,,a_revoir,true,,,,,,,,Semis/repiquage en saison humide (mars-avril) sur sol frais et riche en matière organique ; besoins en eau réguliers. Cultivable toute l'année si arrosage. Récolte échelonnée des jeunes feuilles et capitules.
Brède morelle — austral,Brède morelle,Solanaceae,Solanum americanum,,42,,,,50,,6,,50,,30,,,,,tropical_austral,,a_revoir,true,,,,,,,,Semis échelonnés possibles quasi toute l'année ; démarrage plus rapide en saison chaude. Récolte des feuilles avant montaison ; ne consommer que les feuilles cuites (baies vertes toxiques). Se ressème seule facilement da
Capucine,Capucine,Tropaeolaceae,Tropaeolum majus,,16,,,,28,,4,,84,2,30,45,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Fleur compagne — semis direct ou godet selon espèce. Attire les pollinisateurs, fait office de plante-piège pour les pucerons.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Carambole — antilles,Carambole,Oxalidaceae,Averrhoa carambola,,,25,,,30,,24,,1095,,600,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"Tropical, plusieurs cycles par an ; récolte étalée avec pics en hivernage. Fruits fragiles à récolter à maturité. Plantation début hivernage. Aime l'humidité régulière."
Carambole — austral,Carambole,Oxalidaceae,Averrhoa carambola,,,46,,,6,,20,,900,,500,,,,,tropical_austral,,a_revoir,true,,,,,,,,"Grâce à ses floraisons successives, la carambole produit sur une large fenêtre, avec un pic en fin d'été / automne austral (fév.-mai). À installer à l'abri du vent, en zone chaude et humide."
Carambole — equatorial,Carambole,Oxalidaceae,Averrhoa carambola,,,15,,,18,,30,,1095,,550,,,,,equatorial,,a_revoir,true,,,,,,,,Plusieurs flushes de floraison par an ; récolte étalée avec pics. Arbre très fertile une fois adulte (jusqu'à 100 kg). Préférer variétés douces greffées. Fruits fragiles à récolter à maturité. Bien tolérant à l'humidité
INRAE-MESCLUN-0039,Cardon,Asteraceae,Cynara cardunculus,Plein champ,20,,20,22,42,50,9,,175,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : Ferme Sainte Marthe,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0039,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Cardon.,
Carotte-automne-conservation-serre,Carotte,Apiaceae,Daucus carota,Sous abri,32,,,,2,,4,,98,3,10,15,3,,,,,a_revoir,true,MSV (Maraîchage sur Sol Vivant),,,,,2026-05-15T14:20:20.025Z,"Carotte d'automne sous tunnel : semis août, récolte octobre-novembre.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Carotte-ete-conservation-plein-champ,Carotte,Apiaceae,Daucus carota,Plein champ,24,,,,40,,4,,112,3,10,15,3,,,,,a_revoir,true,Le Jardinier-Maraîcher (J.-M. Fortier),,,,,2026-05-15T14:20:20.025Z,"Carotte de conservation : semis fin juin (S24), récolte octobre (S40), conservation hivernale.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Carotte-printemps-plein-champ,Carotte,Apiaceae,Daucus carota,Plein champ,12,,,,28,,4,,98,3,10,15,3,,,,,a_revoir,true,Le Jardinier-Maraîcher (J.-M. Fortier),,,,,2026-05-15T14:20:20.025Z,"Carotte de printemps en pleine terre : semis mars-avril, récolte juin-juillet.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Carotte-printemps-serre,Carotte,Apiaceae,Daucus carota,Sous abri,5,,,,19,,4,,98,3,10,15,3,,,,,a_revoir,true,MSV (Maraîchage sur Sol Vivant),,,,,2026-05-15T14:20:20.025Z,"Carotte précoce sous tunnel/serre : semis février, récolte mai (S19).","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0040,Carotte,Apiaceae,Daucus carota,Plein champ,20,,20,27,35,52,18,,140,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0040,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte conservation — Carotte conservation.,
INRAE-MESCLUN-0041,Carotte,Apiaceae,Daucus carota,Sous abri,9,,9,11,24,29,6,,119,,,,,Semis,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0041,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte frais — Carotte botte.,
INRAE-MESCLUN-0042,Carotte,Apiaceae,Daucus carota,Sous abri,42,,42,46,14,18,5,,168,,,,,Semis,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0042,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte frais — Carotte botte.,
INRAE-MESCLUN-0043,Carotte,Apiaceae,Daucus carota,Sous abri,50,,50,3,18,24,7,,140,,,,,Semis,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0043,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte frais — Carotte botte.,
INRAE-MESCLUN-0044,Carotte,Apiaceae,Daucus carota,Plein champ,14,,14,16,29,33,5,,112,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0044,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte frais — Carotte botte.,
INRAE-MESCLUN-0045,Carotte,Apiaceae,Daucus carota,Plein champ,18,,18,20,33,37,5,,112,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0045,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Carotte frais — Carotte botte.,
INRAE-MESCLUN-0051,Cerfeuil tubéreux,Apiaceae,Chaerophyllum bulbosum,Plein champ,44,,44,1,24,29,6,,210,,,,,Semis,false,oceanique,Nord-Ouest,a_revoir,false,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : Ferme Sainte Marthe,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0051,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,"[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Cerfeuil tubéreux. ANOMALIE SOURCE : Une ou plusieurs semaines publiées sont hors de l’intervalle ISO 1–52. Scénario conservé pour audit mais désactivé. Valeurs publiées : {""implantationDebut"":44,""implantationFin"":53,""recolteDebut"":24,""recolteFin"":29}.",
INRAE-MESCLUN-0052,Cerfeuil tubéreux,Apiaceae,Chaerophyllum bulbosum,Plein champ,5,,5,14,24,29,6,,119,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : Ferme Sainte Marthe,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0052,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Cerfeuil tubéreux.,Implantation : Itinéraire avec passage des graines au froid pour gertmination
Chicoree-frisee-printemps,Chicorée frisée,Asteraceae,Cichorium endivia,Plein champ,16,,,,28,,4,,84,2,30,45,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant à godet 3 semaines puis transplantation. Récolte échelonnée, sol drainé, exposition mi-ombre acceptée.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0053,Chicorée frisée,Asteraceae,Cichorium endivia,Sous abri,,5,5,7,14,20,7,,77,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0053,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chicorée frisée-scarole — Chicorée scarole et frisée.,
INRAE-MESCLUN-0054,Chicorée frisée,Asteraceae,Cichorium endivia,Sous abri,,37,37,40,46,5,12,,91,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0054,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chicorée frisée-scarole — Chicorée scarole et frisée.,
INRAE-MESCLUN-0055,Chicorée frisée,Asteraceae,Cichorium endivia,Sous abri,,42,42,44,5,14,10,,133,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0055,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chicorée frisée-scarole — Chicorée scarole et frisée.,
INRAE-MESCLUN-0056,Chicorée frisée,Asteraceae,Cichorium endivia,Plein champ,,11,11,14,20,24,5,,63,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0056,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chicorée frisée-scarole — Chicorée scarole et frisée.,
INRAE-MESCLUN-0057,Chicorée frisée,Asteraceae,Cichorium endivia,Plein champ,,33,33,35,42,52,11,,91,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0057,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chicorée frisée-scarole — Chicorée scarole et frisée.,
Chicoree-sauvage-ete,Chicorée sauvage,Asteraceae,Cichorium intybus,Plein champ,22,,,,34,,4,,84,2,30,45,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant à godet 3 semaines puis transplantation. Récolte échelonnée, sol drainé, exposition mi-ombre acceptée.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Chou-ete,Chou,Brassicaceae,Brassica oleracea,Plein champ,14,18,,,26,,4,,84,1,50,75,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,Plant repiqué après les dernières gelées. Famille des Brassicacées — éviter retour sous 4 ans (hernie du chou).,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Chou-brocoli-ete,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Plein champ,14,18,,,26,,6,28,84,1,50,75,,,,,,a_revoir,true,ITAB - Fiches techniques crucifères,,,,,2026-05-15T14:20:20.025Z,"Cycle 90-120 jours. Semis avril, plantation mai, récolte fin juin à fin juillet.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0034,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Sous abri,,5,5,7,16,20,5,,84,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0034,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Brocoli — Choux brocoli.,
INRAE-MESCLUN-0035,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Sous abri,,9,9,11,20,24,5,,84,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0035,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Brocoli — Choux brocoli.,
INRAE-MESCLUN-0036,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Plein champ,,11,11,20,22,33,12,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0036,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Brocoli — Choux brocoli.,
INRAE-MESCLUN-0037,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Plein champ,,20,20,31,33,46,14,,98,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0037,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Brocoli — Choux brocoli.,
INRAE-MESCLUN-0038,Chou brocoli,Brassicaceae,Brassica oleracea var. italica,Plein champ,,20,20,31,33,48,16,,105,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0038,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Brocoli — Choux brocoli.,
Chou-bruxelles-ete,Chou de Bruxelles,Brassicaceae,Brassica oleracea var. gemmifera,Plein champ,16,22,,,44,,16,42,84,1,57,85,,,,,,a_revoir,true,ITAB - Fiches techniques crucifères,,,,,2026-05-15T14:20:20.025Z,"Semis avril-mai en pépinière, plantation mai-juin, récolte novembre-février (S44 -> S08 année suivante).","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0080,Chou de Bruxelles,Brassicaceae,Brassica oleracea var. gemmifera,Plein champ,,20,20,22,40,52,13,,175,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0080,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chou de Bruxelles — choux de bruxelles.,
INRAE-MESCLUN-0081,Chou de Bruxelles,Brassicaceae,Brassica oleracea var. gemmifera,Plein champ,,24,24,27,44,5,14,,175,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0081,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chou de Bruxelles — choux de bruxelles.,Récolte : Récolte qui peut s'échelonner sur la période selon variétés
INRAE-MESCLUN-0082,Chou de Bruxelles,Brassicaceae,Brassica oleracea var. gemmifera,Plein champ,,27,27,29,48,9,14,,189,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0082,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chou de Bruxelles — choux de bruxelles.,Récolte : Récolte qui peut s'échelonner sur la période selon variétés
INRAE-MESCLUN-0083,Chou de Bruxelles,Brassicaceae,Brassica oleracea var. gemmifera,Plein champ,,27,27,29,48,11,16,,196,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0083,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Chou de Bruxelles — choux de bruxelles.,Récolte : Récolte qui peut s'échelonner sur la période selon variétés
